,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20181130,600519.SH,300752.SZ,300613.SZ,603187.SH,300760.SZ,000661.SZ,300620.SZ,300618.SZ,300674.SZ,300584.SZ,002304.SZ,002466.SZ,603726.SH,002943.SZ,300616.SZ,300653.SZ,300575.SZ,603444.SH,300642.SZ,603659.SH,002913.SZ,600332.SH,600809.SH,000596.SZ,300750.SZ,000858.SZ,603180.SH,300473.SZ,600702.SH,300590.SZ,603799.SH,600009.SH,002411.SZ,300695.SZ,000538.SZ,002460.SZ,300109.SZ,603396.SH,300568.SZ,300579.SZ,300308.SZ,300676.SZ,600612.SH,603986.SH,300698.SZ,600276.SH,300681.SZ,603033.SH,002714.SZ,300738.SZ
20181203,600519.SH,300747.SZ,603444.SH,300760.SZ,002916.SZ,603187.SH,300454.SZ,000661.SZ,300628.SZ,603338.SH,603259.SH,603986.SH,300630.SZ,603288.SH,600436.SH,603833.SH,603160.SH,002821.SZ,603486.SH,002371.SZ,300674.SZ,002925.SZ,002304.SZ,000596.SZ,603096.SH,300752.SZ,002943.SZ,300662.SZ,603605.SH,000858.SZ,300673.SZ,002921.SZ,300308.SZ,002876.SZ,300661.SZ,300226.SZ,300136.SZ,002856.SZ,603337.SH,603939.SH,300567.SZ,000418.SZ,603520.SH,603039.SH,603583.SH,600779.SH,600702.SH,600809.SH,603816.SH,603305.SH
20181204,603187.SH,300688.SZ,300752.SZ,002943.SZ,002821.SZ,300529.SZ,603726.SH,002812.SZ,002768.SZ,300634.SZ,600763.SH,600309.SH,603160.SH,002411.SZ,601888.SH,603180.SH,603538.SH,002803.SZ,300483.SZ,300702.SZ,603706.SH,603305.SH,300630.SZ,603259.SH,603816.SH,300558.SZ,300750.SZ,600529.SH,000856.SZ,002941.SZ,603233.SH,002773.SZ,600903.SH,002876.SZ,603939.SH,300517.SZ,603619.SH,002832.SZ,603883.SH,603393.SH,300100.SZ,002895.SZ,002346.SZ,600265.SH,300236.SZ,300347.SZ,603833.SH,002826.SZ,300661.SZ,300571.SZ
20181205,600519.SH,002942.SZ,000661.SZ,300725.SZ,300752.SZ,300618.SZ,002943.SZ,300751.SZ,600436.SH,603187.SH,603096.SH,002411.SZ,300633.SZ,603533.SH,603939.SH,603127.SH,002891.SZ,300413.SZ,600340.SH,300760.SZ,002594.SZ,002861.SZ,600809.SH,600764.SH,002715.SZ,300579.SZ,603976.SH,002941.SZ,002714.SZ,603508.SH,002836.SZ,300724.SZ,603707.SH,300429.SZ,000538.SZ,300659.SZ,300357.SZ,600818.SH,603527.SH,600459.SH,300603.SZ,603799.SH,002382.SZ,300666.SZ,002878.SZ,601811.SH,002294.SZ,300595.SZ,300428.SZ,603520.SH
20181206,300752.SZ,002943.SZ,300644.SZ,002942.SZ,002715.SZ,002941.SZ,002869.SZ,002592.SZ,600520.SH,603197.SH,002719.SZ,300572.SZ,002781.SZ,300428.SZ,002713.SZ,000020.SZ,300667.SZ,002411.SZ,603596.SH,603922.SH,603976.SH,300302.SZ,603533.SH,002427.SZ,000025.SZ,603519.SH,002518.SZ,600612.SH,002098.SZ,603203.SH,300612.SZ,603026.SH,603637.SH,603666.SH,600661.SH,300719.SZ,300210.SZ,300458.SZ,300730.SZ,002709.SZ,002205.SZ,000735.SZ,300520.SZ,300429.SZ,603196.SH,300180.SZ,603716.SH,000038.SZ,603788.SH,600860.SH
20181207,300752.SZ,002304.SZ,002942.SZ,603933.SH,002902.SZ,603508.SH,603806.SH,002941.SZ,300550.SZ,603877.SH,002897.SZ,002594.SZ,002829.SZ,002803.SZ,603595.SH,603096.SH,002414.SZ,300725.SZ,300661.SZ,300563.SZ,002943.SZ,603160.SH,000503.SZ,002792.SZ,603986.SH,300567.SZ,002890.SZ,002313.SZ,600570.SH,600729.SH,300331.SZ,300502.SZ,600486.SH,603501.SH,300416.SZ,603596.SH,603833.SH,603605.SH,002848.SZ,300675.SZ,000538.SZ,300435.SZ,603787.SH,300033.SZ,000150.SZ,000605.SZ,300454.SZ,603903.SH,300394.SZ,300500.SZ
20181210,603444.SH,300752.SZ,002768.SZ,002942.SZ,603127.SH,603711.SH,002902.SZ,002592.SZ,603078.SH,300628.SZ,603595.SH,603658.SH,300655.SZ,300226.SZ,300550.SZ,300673.SZ,002624.SZ,002313.SZ,002032.SZ,002916.SZ,002796.SZ,603096.SH,603706.SH,000661.SZ,300482.SZ,300590.SZ,603726.SH,603860.SH,300531.SZ,002941.SZ,600872.SH,300575.SZ,300451.SZ,002555.SZ,603713.SH,603501.SH,000985.SZ,600570.SH,300760.SZ,601869.SH,603337.SH,002227.SZ,300541.SZ,300688.SZ,300693.SZ,603429.SH,002739.SZ,300394.SZ,002098.SZ,002174.SZ
20181211,603444.SH,600519.SH,300752.SZ,600436.SH,300454.SZ,300747.SZ,300550.SZ,002942.SZ,300609.SZ,300347.SZ,002902.SZ,300644.SZ,603096.SH,300749.SZ,603939.SH,603833.SH,002821.SZ,300684.SZ,603297.SH,002862.SZ,603233.SH,002778.SZ,002399.SZ,300679.SZ,603679.SH,002715.SZ,002876.SZ,002935.SZ,300725.SZ,002812.SZ,603078.SH,002592.SZ,002507.SZ,002885.SZ,300505.SZ,600593.SH,300357.SZ,300015.SZ,300673.SZ,300529.SZ,000538.SZ,300457.SZ,603228.SH,002618.SZ,300620.SZ,603220.SH,603612.SH,600600.SH,300571.SZ,000025.SZ
20181212,600519.SH,300752.SZ,002931.SZ,002942.SZ,300750.SZ,002768.SZ,603833.SH,300749.SZ,002718.SZ,002594.SZ,603160.SH,002932.SZ,002592.SZ,600600.SH,300616.SZ,300746.SZ,601888.SH,300742.SZ,603338.SH,300681.SZ,300733.SZ,601799.SH,300109.SZ,300745.SZ,603922.SH,300529.SZ,603348.SH,603860.SH,603517.SH,002803.SZ,002811.SZ,000869.SZ,603882.SH,002856.SZ,002897.SZ,603866.SH,600593.SH,002812.SZ,300582.SZ,300568.SZ,300014.SZ,600132.SH,603816.SH,300741.SZ,300585.SZ,002778.SZ,300450.SZ,002625.SZ,300748.SZ,600038.SH
20181213,600519.SH,300753.SZ,300747.SZ,603833.SH,000661.SZ,603160.SH,600436.SH,002304.SZ,002892.SZ,600763.SH,300616.SZ,000418.SZ,603288.SH,603508.SH,300630.SZ,300604.SZ,000333.SZ,300454.SZ,300760.SZ,603083.SH,000538.SZ,603345.SH,002941.SZ,002508.SZ,600009.SH,002778.SZ,002751.SZ,002032.SZ,300732.SZ,300746.SZ,000596.SZ,603605.SH,300648.SZ,603180.SH,300523.SZ,300752.SZ,603486.SH,300595.SZ,300613.SZ,600593.SH,000651.SZ,300001.SZ,603939.SH,002557.SZ,002916.SZ,603378.SH,603711.SH,603589.SH,603383.SH,002572.SZ
20181214,300753.SZ,603933.SH,300746.SZ,603790.SH,002860.SZ,603603.SH,603903.SH,600242.SH,000004.SZ,002887.SZ,002213.SZ,300667.SZ,603177.SH,002882.SZ,002931.SZ,002243.SZ,300260.SZ,603507.SH,300490.SZ,603268.SH,002715.SZ,603706.SH,603680.SH,002414.SZ,603192.SH,300675.SZ,300748.SZ,603458.SH,300649.SZ,000023.SZ,600809.SH,603718.SH,300648.SZ,300631.SZ,603716.SH,603605.SH,002776.SZ,300596.SZ,603713.SH,002749.SZ,300457.SZ,603329.SH,002847.SZ,300192.SZ,300500.SZ,002889.SZ,600622.SH,002451.SZ,000999.SZ,600600.SH
20181217,603045.SH,300732.SZ,300753.SZ,300649.SZ,300675.SZ,300746.SZ,002411.SZ,300748.SZ,300630.SZ,002592.SZ,300743.SZ,002862.SZ,300618.SZ,603486.SH,300668.SZ,600053.SH,000403.SZ,603650.SH,002929.SZ,002932.SZ,300745.SZ,603596.SH,603859.SH,603192.SH,300492.SZ,002831.SZ,600265.SH,603657.SH,603922.SH,300742.SZ,300294.SZ,600699.SH,002883.SZ,002940.SZ,603458.SH,300688.SZ,603348.SH,002778.SZ,300644.SZ,002943.SZ,002346.SZ,603603.SH,603876.SH,002243.SZ,300752.SZ,603017.SH,603507.SH,002889.SZ,002451.SZ,002930.SZ
20181218,603444.SH,300753.SZ,603032.SH,002927.SZ,600612.SH,300618.SZ,603638.SH,603131.SH,002466.SZ,300550.SZ,603833.SH,300667.SZ,300535.SZ,300695.SZ,002346.SZ,603677.SH,300589.SZ,300637.SZ,600053.SH,300140.SZ,002867.SZ,603883.SH,603938.SH,300659.SZ,300429.SZ,002905.SZ,300203.SZ,603989.SH,300153.SZ,603896.SH,600211.SH,300220.SZ,603359.SH,300360.SZ,600520.SH,300670.SZ,603520.SH,000610.SZ,603026.SH,603200.SH,603259.SH,600547.SH,002802.SZ,002782.SZ,600593.SH,603558.SH,603658.SH,000007.SZ,603319.SH,603712.SH
20181219,300753.SZ,603032.SH,002927.SZ,300504.SZ,002862.SZ,300472.SZ,603656.SH,002845.SZ,603421.SH,603160.SH,002243.SZ,002883.SZ,300735.SZ,600053.SH,300548.SZ,002916.SZ,600132.SH,603083.SH,002723.SZ,002751.SZ,300651.SZ,603268.SH,603081.SH,603726.SH,002120.SZ,002647.SZ,603096.SH,603338.SH,000610.SZ,002885.SZ,002417.SZ,300342.SZ,300679.SZ,600242.SH,603200.SH,603398.SH,603768.SH,002664.SZ,603042.SH,603866.SH,002575.SZ,000609.SZ,300645.SZ,603507.SH,603399.SH,603876.SH,300279.SZ,002929.SZ,600104.SH,002922.SZ
20181220,300753.SZ,002927.SZ,300674.SZ,300760.SZ,600053.SH,300653.SZ,002778.SZ,603876.SH,002592.SZ,603605.SH,002907.SZ,600848.SH,300742.SZ,002032.SZ,300620.SZ,300661.SZ,300657.SZ,300491.SZ,603816.SH,300751.SZ,300565.SZ,300567.SZ,300462.SZ,300550.SZ,002832.SZ,002058.SZ,300508.SZ,600570.SH,600563.SH,002792.SZ,603897.SH,603238.SH,603268.SH,603348.SH,603499.SH,603389.SH,300575.SZ,300684.SZ,600689.SH,300571.SZ,600455.SH,300679.SZ,603583.SH,300675.SZ,002714.SZ,300498.SZ,603192.SH,603160.SH,002940.SZ,300743.SZ
20181221,603444.SH,300753.SZ,002927.SZ,603486.SH,300751.SZ,002871.SZ,300736.SZ,002941.SZ,002806.SZ,002907.SZ,002624.SZ,300644.SZ,002174.SZ,002932.SZ,002592.SZ,300651.SZ,300462.SZ,002858.SZ,002929.SZ,300747.SZ,300624.SZ,300676.SZ,300750.SZ,300451.SZ,300575.SZ,002777.SZ,300695.SZ,300494.SZ,300533.SZ,300731.SZ,300616.SZ,002912.SZ,300518.SZ,300052.SZ,300453.SZ,603258.SH,600929.SH,603180.SH,600158.SH,002417.SZ,603608.SH,300031.SZ,603059.SH,300732.SZ,300739.SZ,300559.SZ,002930.SZ,300667.SZ,300410.SZ,603679.SH
20181224,000661.SZ,603629.SH,002935.SZ,300760.SZ,300751.SZ,000538.SZ,603338.SH,002821.SZ,002927.SZ,002916.SZ,300602.SZ,600276.SH,601869.SH,300747.SZ,002032.SZ,600436.SH,300550.SZ,603895.SH,300523.SZ,603666.SH,300753.SZ,002871.SZ,603322.SH,300661.SZ,300736.SZ,603160.SH,300700.SZ,300454.SZ,603939.SH,603220.SH,300684.SZ,002907.SZ,002714.SZ,603833.SH,603507.SH,002796.SZ,600600.SH,002922.SZ,600763.SH,002933.SZ,603559.SH,603283.SH,300680.SZ,000049.SZ,300724.SZ,300577.SZ,300571.SZ,300630.SZ,300308.SZ,002912.SZ
20181225,002927.SZ,300454.SZ,000661.SZ,603629.SH,603032.SH,300760.SZ,603322.SH,300736.SZ,300563.SZ,603516.SH,603220.SH,002796.SZ,002792.SZ,600053.SH,002922.SZ,300687.SZ,603283.SH,300560.SZ,300595.SZ,002929.SZ,300698.SZ,603127.SH,603039.SH,300578.SZ,300700.SZ,300414.SZ,603138.SH,300609.SZ,300739.SZ,300635.SZ,002912.SZ,300679.SZ,601869.SH,002243.SZ,300140.SZ,300308.SZ,300601.SZ,002916.SZ,002821.SZ,603881.SH,300638.SZ,002451.SZ,300453.SZ,300504.SZ,300538.SZ,300122.SZ,300570.SZ,300738.SZ,002824.SZ,002417.SZ
20181226,603629.SH,603322.SH,300674.SZ,603039.SH,300571.SZ,603909.SH,603096.SH,300748.SZ,300538.SZ,300687.SZ,300560.SZ,300617.SZ,002925.SZ,603016.SH,600612.SH,300462.SZ,300491.SZ,300635.SZ,300688.SZ,002243.SZ,300760.SZ,300514.SZ,002879.SZ,002058.SZ,002941.SZ,300596.SZ,603050.SH,300691.SZ,600783.SH,603339.SH,300483.SZ,002942.SZ,300497.SZ,603258.SH,600895.SH,002856.SZ,300069.SZ,300752.SZ,603101.SH,000803.SZ,000586.SZ,600053.SH,002032.SZ,002718.SZ,300543.SZ,603577.SH,300628.SZ,603733.SH,300603.SZ,300675.SZ
20181227,603629.SH,002942.SZ,600519.SH,603288.SH,002937.SZ,300617.SZ,300676.SZ,603160.SH,300545.SZ,300450.SZ,002927.SZ,002761.SZ,300635.SZ,603322.SH,002120.SZ,300628.SZ,600132.SH,601799.SH,002943.SZ,300743.SZ,300722.SZ,002451.SZ,603338.SH,603726.SH,300751.SZ,603196.SH,000586.SZ,600563.SH,600776.SH,300739.SZ,002832.SZ,300596.SZ,603810.SH,603602.SH,002242.SZ,300745.SZ,002891.SZ,002845.SZ,300123.SZ,002624.SZ,603040.SH,300502.SZ,300312.SZ,600009.SH,603043.SH,600113.SH,300578.SZ,002358.SZ,603179.SH,300249.SZ
20181228,600519.SH,300756.SZ,603185.SH,300676.SZ,300751.SZ,300236.SZ,002304.SZ,002916.SZ,300523.SZ,300454.SZ,300571.SZ,603039.SH,603096.SH,300545.SZ,300711.SZ,300635.SZ,603629.SH,300760.SZ,002813.SZ,300651.SZ,300357.SZ,603960.SH,002768.SZ,002821.SZ,002927.SZ,601888.SH,300618.SZ,600276.SH,603776.SH,603200.SH,002878.SZ,603050.SH,600332.SH,603605.SH,603816.SH,603196.SH,600612.SH,002653.SZ,300675.SZ,600776.SH,603665.SH,300661.SZ,300619.SZ,300529.SZ,300595.SZ,600083.SH,300725.SZ,603602.SH,002912.SZ,300001.SZ
20190102,600519.SH,300756.SZ,300751.SZ,603444.SH,603185.SH,603096.SH,002862.SZ,300711.SZ,300635.SZ,603322.SH,002792.SZ,300615.SZ,300548.SZ,603016.SH,002869.SZ,002243.SZ,300483.SZ,300559.SZ,300394.SZ,300753.SZ,600776.SH,002801.SZ,002850.SZ,002941.SZ,300603.SZ,300681.SZ,300676.SZ,603313.SH,300456.SZ,300504.SZ,600895.SH,300700.SZ,600605.SH,600677.SH,002213.SZ,300505.SZ,002017.SZ,002865.SZ,002151.SZ,002115.SZ,600645.SH,002368.SZ,603032.SH,300563.SZ,300724.SZ,300679.SZ,002729.SZ,300087.SZ,600775.SH,300638.SZ
20190103,002912.SZ,300756.SZ,002592.SZ,300615.SZ,603016.SH,300619.SZ,300700.SZ,600038.SH,601860.SH,600776.SH,603033.SH,603508.SH,300529.SZ,002933.SZ,601606.SH,300617.SZ,300719.SZ,600677.SH,002017.SZ,300069.SZ,600760.SH,300632.SZ,300447.SZ,603577.SH,300751.SZ,600855.SH,000901.SZ,600391.SH,002879.SZ,300265.SZ,603180.SH,300491.SZ,300581.SZ,000070.SZ,603096.SH,300462.SZ,300642.SZ,603866.SH,600897.SH,600990.SH,300694.SZ,300661.SZ,300554.SZ,002829.SZ,600845.SH,300424.SZ,300416.SZ,600734.SH,600385.SH,300667.SZ
20190104,600519.SH,300751.SZ,603039.SH,603185.SH,000661.SZ,300613.SZ,002821.SZ,002812.SZ,603486.SH,600276.SH,603444.SH,300454.SZ,300750.SZ,300280.SZ,300033.SZ,603337.SH,300558.SZ,002594.SZ,300747.SZ,603305.SH,300508.SZ,300661.SZ,300603.SZ,002941.SZ,600271.SH,300226.SZ,000963.SZ,600570.SH,600053.SH,300618.SZ,300630.SZ,603016.SH,300620.SZ,002032.SZ,600763.SH,002414.SZ,603816.SH,300616.SZ,300567.SZ,300595.SZ,300633.SZ,300746.SZ,000860.SZ,601336.SH,603833.SH,600566.SH,002230.SZ,600436.SH,600242.SH,300607.SZ
20190107,300751.SZ,300747.SZ,002912.SZ,600519.SH,300628.SZ,603833.SH,002925.SZ,000661.SZ,002916.SZ,300523.SZ,300661.SZ,002371.SZ,300559.SZ,002941.SZ,002891.SZ,300706.SZ,603605.SH,603016.SH,603986.SH,300615.SZ,002230.SZ,002933.SZ,603338.SH,300567.SZ,603508.SH,300575.SZ,600570.SH,300711.SZ,300413.SZ,002811.SZ,603345.SH,600885.SH,002714.SZ,300657.SZ,002796.SZ,300604.SZ,300629.SZ,300672.SZ,300602.SZ,300666.SZ,603444.SH,002439.SZ,002837.SZ,002821.SZ,002841.SZ,600760.SH,600990.SH,603690.SH,002792.SZ,600600.SH
20190108,300757.SZ,002916.SZ,002941.SZ,603909.SH,603659.SH,300756.SZ,600903.SH,002927.SZ,002811.SZ,300637.SZ,300750.SZ,603080.SH,000538.SZ,002837.SZ,002735.SZ,603186.SH,601888.SH,002594.SZ,002243.SZ,002304.SZ,603709.SH,600677.SH,300014.SZ,002812.SZ,300657.SZ,300617.SZ,603393.SH,603861.SH,000596.SZ,603976.SH,603500.SH,300543.SZ,603096.SH,002848.SZ,603706.SH,300665.SZ,300450.SZ,000070.SZ,300567.SZ,600776.SH,300562.SZ,300462.SZ,603806.SH,300457.SZ,002943.SZ,002017.SZ,300746.SZ,300558.SZ,300630.SZ,300073.SZ
20190109,600519.SH,300454.SZ,300760.SZ,603629.SH,000661.SZ,300757.SZ,002941.SZ,601799.SH,000418.SZ,300653.SZ,002304.SZ,603833.SH,603288.SH,603486.SH,000333.SZ,603220.SH,002821.SZ,600309.SH,300752.SZ,600242.SH,300672.SZ,603709.SH,300674.SZ,600436.SH,002180.SZ,600452.SH,002243.SZ,600276.SH,002942.SZ,603444.SH,002827.SZ,002370.SZ,002508.SZ,300572.SZ,603713.SH,300685.SZ,603658.SH,601888.SH,002451.SZ,603500.SH,603816.SH,603017.SH,300753.SZ,603737.SH,603587.SH,600809.SH,000860.SZ,300613.SZ,000651.SZ,603718.SH
20190110,300753.SZ,300757.SZ,300651.SZ,002941.SZ,603322.SH,300751.SZ,600519.SH,603220.SH,300502.SZ,002929.SZ,601012.SH,002871.SZ,300545.SZ,002921.SZ,603833.SH,600671.SH,601869.SH,300590.SZ,300679.SZ,002792.SZ,002621.SZ,300393.SZ,603444.SH,002733.SZ,300620.SZ,002935.SZ,002845.SZ,300632.SZ,002943.SZ,000586.SZ,603688.SH,000070.SZ,603603.SH,600487.SH,300674.SZ,002796.SZ,600547.SH,601799.SH,300394.SZ,603421.SH,300560.SZ,600563.SH,002475.SZ,300724.SZ,002098.SZ,300504.SZ,300428.SZ,603218.SH,000605.SZ,603311.SH
20190111,600519.SH,300756.SZ,603121.SH,300753.SZ,603444.SH,300747.SZ,300752.SZ,603187.SH,300757.SZ,603629.SH,002941.SZ,002927.SZ,603713.SH,300674.SZ,002935.SZ,002933.SZ,603773.SH,603185.SH,603220.SH,300748.SZ,603589.SH,300749.SZ,002943.SZ,002940.SZ,300651.SZ,603583.SH,603896.SH,603666.SH,002871.SZ,002932.SZ,300746.SZ,300694.SZ,300745.SZ,300600.SZ,002931.SZ,300226.SZ,002304.SZ,603297.SH,300635.SZ,002192.SZ,603507.SH,002796.SZ,300760.SZ,002729.SZ,300742.SZ,002942.SZ,300634.SZ,603866.SH,300699.SZ,300711.SZ
20190114,300757.SZ,603220.SH,300637.SZ,300694.SZ,603322.SH,300702.SZ,002243.SZ,603121.SH,300619.SZ,002733.SZ,600776.SH,300575.SZ,601799.SH,002451.SZ,002848.SZ,002034.SZ,300632.SZ,603036.SH,002192.SZ,300688.SZ,300487.SZ,002017.SZ,603658.SH,603803.SH,002625.SZ,600053.SH,002098.SZ,300742.SZ,300587.SZ,603360.SH,603909.SH,300143.SZ,002862.SZ,300125.SZ,300715.SZ,002912.SZ,300312.SZ,300453.SZ,002732.SZ,300750.SZ,000802.SZ,300569.SZ,603706.SH,300502.SZ,300572.SZ,603822.SH,603768.SH,300657.SZ,002861.SZ,300709.SZ
20190115,600519.SH,000661.SZ,002304.SZ,300757.SZ,603288.SH,300751.SZ,603185.SH,000596.SZ,600809.SH,000858.SZ,002943.SZ,000568.SZ,600600.SH,000538.SZ,603589.SH,600436.SH,300508.SZ,603297.SH,600570.SH,300607.SZ,603833.SH,600702.SH,601888.SH,300756.SZ,600276.SH,000860.SZ,603866.SH,600779.SH,000963.SZ,300687.SZ,002942.SZ,002912.SZ,300347.SZ,600332.SH,603121.SH,603659.SH,603773.SH,300632.SZ,002008.SZ,002925.SZ,002838.SZ,002733.SZ,002903.SZ,603816.SH,603338.SH,603986.SH,000799.SZ,603486.SH,000333.SZ,300725.SZ
20190116,603180.SH,300757.SZ,603444.SH,603739.SH,603039.SH,002912.SZ,300745.SZ,300661.SZ,300226.SZ,300616.SZ,300454.SZ,300674.SZ,603833.SH,603032.SH,300749.SZ,300649.SZ,002925.SZ,300662.SZ,603121.SH,002948.SZ,603595.SH,000661.SZ,002916.SZ,000538.SZ,603939.SH,603538.SH,603507.SH,603383.SH,002887.SZ,603233.SH,000028.SZ,603096.SH,600763.SH,603160.SH,000710.SZ,002821.SZ,600536.SH,300753.SZ,300529.SZ,300567.SZ,600511.SH,600570.SH,603658.SH,300695.SZ,600872.SH,002932.SZ,002737.SZ,300751.SZ,300724.SZ,603337.SH
20190117,603332.SH,603220.SH,300749.SZ,300757.SZ,300725.SZ,603121.SH,002943.SZ,002733.SZ,600783.SH,300688.SZ,002796.SZ,600612.SH,002945.SZ,002942.SZ,603739.SH,603833.SH,002812.SZ,300549.SZ,600895.SH,603086.SH,300577.SZ,002782.SZ,300748.SZ,603886.SH,300654.SZ,300003.SZ,600053.SH,002158.SZ,603345.SH,603517.SH,300236.SZ,603709.SH,603776.SH,000661.SZ,300694.SZ,300674.SZ,603259.SH,603985.SH,000803.SZ,600265.SH,002294.SZ,300358.SZ,002903.SZ,000610.SZ,603103.SH,002606.SZ,600604.SH,603308.SH,002856.SZ,300663.SZ
20190118,600519.SH,000661.SZ,300757.SZ,002916.SZ,600436.SH,002943.SZ,300760.SZ,300752.SZ,603180.SH,603338.SH,300558.SZ,300747.SZ,002714.SZ,300749.SZ,300616.SZ,603332.SH,300628.SZ,000538.SZ,603039.SH,300454.SZ,603121.SH,002304.SZ,603127.SH,300176.SZ,600009.SH,300753.SZ,300575.SZ,002841.SZ,600566.SH,603790.SH,603816.SH,300685.SZ,300661.SZ,000858.SZ,002940.SZ,600276.SH,603833.SH,002942.SZ,603259.SH,603337.SH,603260.SH,603739.SH,600516.SH,002862.SZ,002773.SZ,600486.SH,300630.SZ,300693.SZ,300618.SZ,603421.SH
20190121,603986.SH,300575.SZ,600519.SH,002876.SZ,603332.SH,002831.SZ,603121.SH,603259.SH,002912.SZ,603156.SH,000596.SZ,603658.SH,002871.SZ,000858.SZ,002821.SZ,601298.SH,603220.SH,300725.SZ,603260.SH,002192.SZ,603739.SH,300630.SZ,300693.SZ,002371.SZ,603019.SH,603186.SH,300673.SZ,300760.SZ,601799.SH,300616.SZ,300731.SZ,002929.SZ,300749.SZ,603806.SH,002594.SZ,603027.SH,300644.SZ,002792.SZ,300357.SZ,002942.SZ,002848.SZ,300347.SZ,603713.SH,300504.SZ,603939.SH,603228.SH,300373.SZ,603060.SH,300685.SZ,002410.SZ
20190122,300751.SZ,603700.SH,300752.SZ,002942.SZ,603332.SH,603220.SH,603121.SH,300634.SZ,002937.SZ,603739.SH,603096.SH,300756.SZ,603186.SH,002887.SZ,300674.SZ,300757.SZ,603713.SH,300745.SZ,300742.SZ,300753.SZ,300748.SZ,002932.SZ,002933.SZ,603039.SH,002943.SZ,300749.SZ,002755.SZ,603810.SH,603629.SH,002618.SZ,002592.SZ,603192.SH,002831.SZ,002856.SZ,300582.SZ,300722.SZ,600776.SH,002833.SZ,603377.SH,603583.SH,601811.SH,002931.SZ,603790.SH,002941.SZ,300037.SZ,002459.SZ,603187.SH,300694.SZ,300503.SZ,300684.SZ
20190123,300752.SZ,300756.SZ,603332.SH,603220.SH,603121.SH,300684.SZ,002941.SZ,300662.SZ,603700.SH,300694.SZ,000596.SZ,300699.SZ,002916.SZ,002709.SZ,603739.SH,601615.SH,603186.SH,603833.SH,300760.SZ,300648.SZ,300693.SZ,300568.SZ,002937.SZ,603129.SH,300575.SZ,002812.SZ,000860.SZ,000538.SZ,603816.SH,002733.SZ,300644.SZ,002592.SZ,002798.SZ,600452.SH,300745.SZ,603386.SH,603017.SH,300582.SZ,300073.SZ,300749.SZ,300750.SZ,002912.SZ,002407.SZ,603578.SH,300725.SZ,002594.SZ,601811.SH,002458.SZ,603657.SH,300037.SZ
20190124,300613.SZ,600519.SH,300661.SZ,603332.SH,002371.SZ,603220.SH,603986.SH,300684.SZ,603700.SH,603739.SH,300567.SZ,600745.SH,603602.SH,300571.SZ,300474.SZ,300547.SZ,002049.SZ,300701.SZ,002875.SZ,603866.SH,300136.SZ,002032.SZ,600570.SH,603501.SH,603017.SH,600276.SH,300604.SZ,300666.SZ,601799.SH,603665.SH,300496.SZ,300695.SZ,300226.SZ,002368.SZ,300550.SZ,300456.SZ,300612.SZ,300630.SZ,603019.SH,603121.SH,002943.SZ,000938.SZ,002916.SZ,002841.SZ,603338.SH,603039.SH,300096.SZ,300672.SZ,002746.SZ,603963.SH
20190125,300751.SZ,600519.SH,300725.SZ,603833.SH,300684.SZ,603583.SH,603700.SH,603180.SH,603739.SH,603508.SH,002946.SZ,300750.SZ,300616.SZ,300628.SZ,300450.SZ,603517.SH,300724.SZ,002733.SZ,300547.SZ,603332.SH,603127.SH,002876.SZ,603345.SH,300550.SZ,603816.SH,002032.SZ,603603.SH,300347.SZ,603986.SH,300567.SZ,603017.SH,300373.SZ,002796.SZ,300226.SZ,002803.SZ,603043.SH,300496.SZ,603611.SH,002925.SZ,300596.SZ,603985.SH,300391.SZ,603579.SH,300529.SZ,300096.SZ,002008.SZ,002836.SZ,300357.SZ,002459.SZ,603096.SH
20190128,300751.SZ,300757.SZ,002943.SZ,300759.SZ,300752.SZ,300753.SZ,603739.SH,300747.SZ,603822.SH,600763.SH,000858.SZ,300547.SZ,300628.SZ,002621.SZ,603985.SH,002937.SZ,600570.SH,603218.SH,603595.SH,603833.SH,300413.SZ,002803.SZ,002925.SZ,000860.SZ,002120.SZ,002916.SZ,603507.SH,300685.SZ,300630.SZ,603709.SH,300487.SZ,300582.SZ,300645.SZ,300695.SZ,300674.SZ,002891.SZ,300756.SZ,002202.SZ,002841.SZ,002832.SZ,603185.SH,300569.SZ,603444.SH,603315.SH,300724.SZ,603186.SH,002942.SZ,002304.SZ,002268.SZ,300651.SZ
20190129,600519.SH,300755.SZ,002943.SZ,300684.SZ,300756.SZ,600570.SH,300685.SZ,600276.SH,300752.SZ,603180.SH,300609.SZ,603739.SH,002867.SZ,002358.SZ,601155.SH,600809.SH,002714.SZ,603260.SH,603726.SH,600600.SH,000333.SZ,000858.SZ,300759.SZ,603866.SH,300753.SZ,002055.SZ,603603.SH,603421.SH,002942.SZ,300748.SZ,300347.SZ,000418.SZ,000538.SZ,300602.SZ,002796.SZ,601615.SH,002841.SZ,600218.SH,000785.SZ,002459.SZ,600774.SH,601888.SH,002778.SZ,002946.SZ,002798.SZ,600486.SH,603220.SH,002382.SZ,000002.SZ,603321.SH
